vintage,state,fips,county,max_recdate,totalcount
202004,AK,02130,Ketchikan Gateway Borough,20200317,4336
202004,AK,02220,Sitka City and Borough,20200219,2586
202004,AL,01119,Sumter County,20180627,2032
202004,AL,01099,Monroe County,20200122,4005
202004,AL,01093,Marion County,20200326,3956
202004,AL,01015,Calhoun County,20200410,29863
202004,AL,01009,Blount County,20200110,20796
202004,AL,01019,Cherokee County,20200318,266
202004,AL,01097,Mobile County,20200330,186466
202004,AL,01133,Winston County,20200409,6629
202004,AL,01129,Washington County,20170505,1154
202004,AL,01085,Lowndes County,20190924,3950
202004,AL,01025,Clarke County,20191223,9615
202004,AL,01131,Wilcox County,20200312,1925
202004,AL,01095,Marshall County,20200318,51857
202004,AL,01051,Elmore County,20200406,24708
202004,AL,01107,Pickens County,20190227,2087
202004,AL,01123,Tallapoosa County,20200203,12898
202004,AL,01059,Franklin County,20200408,2159
202004,AR,05149,Yell County,20191213,577
202004,AR,05127,Scott County,20200221,6173
202004,AR,05063,Independence County,20200310,13012
202004,AR,05009,Boone County,20200313,35436
202004,AR,05115,Pope County,20200318,34550
202004,AR,05081,Little River County,20180619,6002
202004,AR,05095,Monroe County,20190712,3131
202004,AR,05011,Bradley County,20200206,4571
202004,AR,05119,Pulaski County,20200324,187651
202004,AR,05083,Logan County,20180716,13490
202004,AR,05129,Searcy County,20200213,2440
202004,AR,05057,Hempstead County,20200318,12100
202004,AR,05027,Columbia County,20200330,8199
202004,AR,05015,Carroll County,20191230,14863
202004,AR,05045,Faulkner County,20200305,67625
202004,AR,05001,Arkansas County,20200313,7716
202004,AR,05145,White County,20200316,33896
202004,AR,05041,Desha County,20200324,8522
202004,AR,05111,Poinsett County,20200410,8719
202004,AZ,04011,Greenlee County,20200224,1987
202004,AZ,04013,Maricopa County,20200409,4371385
202004,AZ,04027,Yuma County,20200303,154483
202004,AZ,04003,Cochise County,20200403,107762
202004,CA,06101,Sutter County,20200214,49164
202004,CA,06047,Merced County,20200312,143548
202004,CA,06109,Tuolumne County,20200327,63909
202004,CA,06105,Trinity County,20191213,7802
202004,CA,06005,Amador County,20200312,22070
202004,CA,06095,Solano County,20200325,278476
202004,CA,06023,Humboldt County,20200306,69767
202004,CA,06053,Monterey County,20200312,217433
202004,CA,06009,Calaveras County,20200401,40975
202004,CA,06003,Alpine County,20190717,527
202004,CA,06063,Plumas County,20200302,24837
202004,CA,06077,San Joaquin County,20200310,488637
202004,CA,06089,Shasta County,20200318,116907
202004,CA,06085,Santa Clara County,20200327,1011621
202004,CO,08033,Dolores County,20190515,978
202004,CO,08077,Mesa County,20200303,195798
202004,CO,08043,Fremont County,20200318,22929
202004,CO,08059,Jefferson County,20200402,507420
202004,CO,08007,Archuleta County,20200309,36610
202004,CO,08109,Saguache County,20200316,1714
202004,CO,08113,San Miguel County,20200330,4974
202004,CO,08079,Mineral County,20191113,2062
202004,CO,08119,Teller County,20200313,28831
202004,CO,08001,Adams County,20200407,370880
202004,CO,08099,Prowers County,20191231,7664
202004,CO,08013,Boulder County,20200311,289018
202004,CO,08039,Elbert County,20200316,34169
202004,CO,08107,Routt County,20200319,41902
202004,CT,09015,Windham County,20200324,63915
202004,CT,09001,Fairfield County,20200331,556541
202004,DE,10005,Sussex County,20200326,156448
202004,DE,10001,Kent County,20200311,102032
202004,FL,12131,Walton County,20200316,150133
202004,FL,12003,Baker County,20200401,14103
202004,FL,12089,Nassau County,20200403,96050
202004,FL,12011,Broward County,20200407,3375212
202004,FL,12109,St. Johns County,20200409,289627
202004,FL,12125,Union County,20200316,5761
202004,FL,12083,Marion County,20200402,425510
202004,FL,12113,Santa Rosa County,20200406,170948
202004,FL,12033,Escambia County,20200409,338292
202004,FL,12013,Calhoun County,20200319,6047
202004,FL,12101,Pasco County,20200331,637485
202004,FL,12009,Brevard County,20200403,1292770
202004,FL,12081,Manatee County,20200406,451441
202004,FL,12063,Jackson County,20200326,21462
202004,FL,12085,Martin County,20200402,213141
202004,FL,12031,Duval County,20200408,858087
202004,GA,13097,Douglas County,20200305,113130
202004,GA,13149,Heard County,20200311,10004
202004,GA,13193,Macon County,20200313,7854
202004,GA,13317,Wilkes County,20200319,1294
202004,GA,13157,Jackson County,20200320,59486
202004,GA,13177,Lee County,20200323,10116
202004,GA,13055,Chattooga County,20200325,3132
202004,AK,02122,Kenai Peninsula Borough,20200313,32792
202004,AK,02100,Haines Borough,20190709,48
202004,AK,02090,Fairbanks North Star Borough,20200323,41335
202004,AL,01035,Conecuh County,20190724,587
202004,AL,01041,Crenshaw County,20191204,228
202004,AL,01049,DeKalb County,20200226,24134
202004,AL,01027,Clay County,20200317,1136
202004,AL,01061,Geneva County,20200325,17459
202004,AL,01037,Coosa County,20200410,1178
202004,AL,01063,Greene County,20050912,1323
202004,AL,01007,Bibb County,20200305,1142
202004,AL,01073,Jefferson County,20200330,775650
202004,AL,01109,Pike County,20200408,3500
202004,AL,01029,Cleburne County,20200130,1212
202004,AL,01021,Chilton County,20200226,8202
202004,AL,01067,Henry County,20200410,9831
202004,AL,01111,Randolph County,20191118,1732
202004,AL,01017,Chambers County,20200228,13008
202004,AL,01103,Morgan County,20200331,78093
202004,AL,01033,Colbert County,20200410,14071
202004,AR,05055,Greene County,20191231,12928
202004,AR,05067,Jackson County,20200306,6722
202004,AR,05125,Saline County,20200325,71014
202004,AR,05077,Lee County,20180514,564
202004,AR,05021,Clay County,20181108,9394
202004,AR,05065,Izard County,20191231,17064
202004,AR,05053,Grant County,20200228,2718
202004,AR,05131,Sebastian County,20200406,69803
202004,AR,05093,Mississippi County,20200122,15677
202004,AR,05007,Benton County,20200312,267292
202004,AR,05029,Conway County,20200316,9468
202004,AR,05043,Drew County,20200319,6794
202004,AR,05031,Craighead County,20200410,73864
202004,AR,05097,Montgomery County,20200106,6497
202004,AR,05047,Franklin County,20200305,8880
202004,AR,05137,Stone County,20200311,8690
202004,AR,05033,Crawford County,20200316,37945
202004,AR,05069,Jefferson County,20200323,49601
202004,AZ,04009,Graham County,20200309,8386
202004,AZ,04025,Yavapai County,20200408,328197
202004,AZ,04019,Pima County,20200402,1081269
202004,AZ,04001,Apache County,20200331,6305
202004,CA,06049,Modoc County,20200227,2017
202004,CA,06057,Nevada County,20200311,109107
202004,CA,06097,Sonoma County,20200325,378334
202004,CA,06037,Los Angeles County,20200409,5524548
202004,CA,06093,Siskiyou County,20200306,29058
202004,CA,06081,San Mateo County,20200316,419364
202004,CA,06033,Lake County,20200213,72251
202004,CA,06087,Santa Cruz County,20200306,174534
202004,CA,06017,El Dorado County,20200313,219229
202004,CA,06079,San Luis Obispo County,20200323,209821
202004,CA,06055,Napa County,20200402,85859
202004,CA,06015,Del Norte County,20191231,12687
202004,CA,06099,Stanislaus County,20200311,341088
202004,CA,06059,Orange County,20200324,2071042
202004,CA,06067,Sacramento County,20200406,1145654
202004,CO,08111,San Juan County,20200310,1038
202004,CO,08089,Otero County,20200323,10088
202004,CO,08095,Phillips County,20190124,4093
202004,CO,08003,Alamosa County,20200311,8574
202004,CO,08067,La Plata County,20200317,45750
202004,CO,08041,El Paso County,20200402,704493
202004,CO,08021,Conejos County,20200114,3596
202004,CO,08093,Park County,20200311,30025
202004,CO,08115,Sedgwick County,20200317,2154
202004,CO,08083,Montezuma County,20200323,8702
202004,CO,08103,Rio Blanco County,20200219,4057
202004,CO,08075,Logan County,20200313,16787
202004,CO,08065,Lake County,20200320,7371
202004,CT,09005,Litchfield County,20200327,97627
202004,CT,09003,Hartford County,20200327,393143
202004,DC,11001,District of Columbia,20200402,387447
202004,DE,10003,New Castle County,20200309,382124
202004,FL,12061,Indian River County,20200326,252050
202004,FL,12117,Seminole County,20200401,454906
202004,FL,12057,Hillsborough County,20200403,1218954
202004,FL,12059,Holmes County,20200408,9314
202004,FL,12067,Lafayette County,20200330,3334
202004,FL,12005,Bay County,20200406,211684
202004,FL,12029,Dixie County,20200407,11064
202004,FL,12045,Gulf County,20200213,20772
202004,FL,12127,Volusia County,20200327,669565
202004,FL,12075,Levy County,20200406,38625
202004,FL,12107,Putnam County,20200409,180161
202004,FL,12065,Jefferson County,20200217,8493
202004,FL,12053,Hernando County,20200326,291440
202004,FL,12047,Hamilton County,20200401,6256
202004,FL,12093,Okeechobee County,20200406,76595
202004,FL,12099,Palm Beach County,20200408,1676488
202004,GA,13187,Lumpkin County,20200312,27085
202004,GA,13065,Clinch County,20200317,696
202004,GA,13099,Early County,20200320,7350
202004,GA,13175,Laurens County,20200324,9194
202004,GA,13269,Taylor County,20200325,3253
202004,GA,13021,Bibb County,20200326,79440
202004,GA,13017,Ben Hill County,20200330,13597
202004,AK,02180,Nome Census Area,20180410,48
202004,AK,02020,Anchorage Municipality,20200410,169932
202004,AK,02110,Juneau City and Borough,20200319,18669
202004,AL,01001,Autauga County,20200109,32243
202004,AL,01121,Talladega County,20200224,29474
202004,AL,01045,Dale County,20200410,21808
202004,AL,01105,Perry County,20170901,171
202004,AL,01057,Fayette County,20190930,9027
202004,AL,01005,Barbour County,20200213,1762
202004,AL,01101,Montgomery County,20200316,271703
202004,AL,01113,Russell County,20200318,24107
202004,AL,01127,Walker County,20200409,32562
202004,AL,01055,Etowah County,20200117,41072
202004,AL,01117,Shelby County,20200326,147345
202004,AL,01125,Tuscaloosa County,20200330,56560
202004,AL,01065,Hale County,20190522,1920
202004,AL,01011,Bullock County,20200131,2296
202004,AL,01043,Cullman County,20200331,37407
