CAN,CURRENT_VERSION,PAST_VERSION,
CAN,CURRENT_VERSION,PAST_VERSION,AB
CAN,CURRENT_VERSION,PAST_VERSION,BC
CAN,CURRENT_VERSION,PAST_VERSION,MB
CAN,CURRENT_VERSION,PAST_VERSION,NB
CAN,CURRENT_VERSION,PAST_VERSION,NL
CAN,CURRENT_VERSION,PAST_VERSION,NS
CAN,CURRENT_VERSION,PAST_VERSION,NT
CAN,CURRENT_VERSION,PAST_VERSION,NU
CAN,CURRENT_VERSION,PAST_VERSION,ON
CAN,CURRENT_VERSION,PAST_VERSION,PE
CAN,CURRENT_VERSION,PAST_VERSION,QC
CAN,CURRENT_VERSION,PAST_VERSION,SK
CAN,CURRENT_VERSION,PAST_VERSION,YT
GBR,CURRENT_VERSION,PAST_VERSION,
USA,CURRENT_VERSION,PAST_VERSION,
USA,CURRENT_VERSION,PAST_VERSION,AL
USA,CURRENT_VERSION,PAST_VERSION,AK
USA,CURRENT_VERSION,PAST_VERSION,AR
USA,CURRENT_VERSION,PAST_VERSION,AZ
USA,CURRENT_VERSION,PAST_VERSION,CA
USA,CURRENT_VERSION,PAST_VERSION,CO
USA,CURRENT_VERSION,PAST_VERSION,CT
USA,CURRENT_VERSION,PAST_VERSION,DC
USA,CURRENT_VERSION,PAST_VERSION,DE
USA,CURRENT_VERSION,PAST_VERSION,FL
USA,CURRENT_VERSION,PAST_VERSION,GA
USA,CURRENT_VERSION,PAST_VERSION,HI
USA,CURRENT_VERSION,PAST_VERSION,IA
USA,CURRENT_VERSION,PAST_VERSION,ID
USA,CURRENT_VERSION,PAST_VERSION,IL
USA,CURRENT_VERSION,PAST_VERSION,IN
USA,CURRENT_VERSION,PAST_VERSION,KS
USA,CURRENT_VERSION,PAST_VERSION,KY
USA,CURRENT_VERSION,PAST_VERSION,LA
USA,CURRENT_VERSION,PAST_VERSION,MA
USA,CURRENT_VERSION,PAST_VERSION,MD
USA,CURRENT_VERSION,PAST_VERSION,ME
USA,CURRENT_VERSION,PAST_VERSION,MI
USA,CURRENT_VERSION,PAST_VERSION,MN
USA,CURRENT_VERSION,PAST_VERSION,MO
USA,CURRENT_VERSION,PAST_VERSION,MS
USA,CURRENT_VERSION,PAST_VERSION,MT
USA,CURRENT_VERSION,PAST_VERSION,NC
USA,CURRENT_VERSION,PAST_VERSION,ND
USA,CURRENT_VERSION,PAST_VERSION,NE
USA,CURRENT_VERSION,PAST_VERSION,NH
USA,CURRENT_VERSION,PAST_VERSION,NJ
USA,CURRENT_VERSION,PAST_VERSION,NM
USA,CURRENT_VERSION,PAST_VERSION,NV
USA,CURRENT_VERSION,PAST_VERSION,NY
USA,CURRENT_VERSION,PAST_VERSION,OH
USA,CURRENT_VERSION,PAST_VERSION,OK
USA,CURRENT_VERSION,PAST_VERSION,OR
USA,CURRENT_VERSION,PAST_VERSION,PA
USA,CURRENT_VERSION,PAST_VERSION,PR
USA,CURRENT_VERSION,PAST_VERSION,RI
USA,CURRENT_VERSION,PAST_VERSION,SC
USA,CURRENT_VERSION,PAST_VERSION,SD
USA,CURRENT_VERSION,PAST_VERSION,TN
USA,CURRENT_VERSION,PAST_VERSION,TX
USA,CURRENT_VERSION,PAST_VERSION,UT
USA,CURRENT_VERSION,PAST_VERSION,VA
USA,CURRENT_VERSION,PAST_VERSION,VT
USA,CURRENT_VERSION,PAST_VERSION,WA
USA,CURRENT_VERSION,PAST_VERSION,WI
USA,CURRENT_VERSION,PAST_VERSION,WV
USA,CURRENT_VERSION,PAST_VERSION,WY
USA,CURRENT_VERSION,PAST_VERSION,AS
USA,CURRENT_VERSION,PAST_VERSION,GU
USA,CURRENT_VERSION,PAST_VERSION,MP
USA,CURRENT_VERSION,PAST_VERSION,VI
ABW,CURRENT_VERSION,PAST_VERSION,
AGO,CURRENT_VERSION,PAST_VERSION,
AIA,CURRENT_VERSION,PAST_VERSION,
ALB,CURRENT_VERSION,PAST_VERSION,
ARE,202012,202009,
ARM,CURRENT_VERSION,PAST_VERSION,
ARG,202012,202006,
ATG,CURRENT_VERSION,PAST_VERSION,
AUT,202012,202009,
AZE,CURRENT_VERSION,PAST_VERSION,
BDI,CURRENT_VERSION,PAST_VERSION,
BEL,202012,202009,
BES,CURRENT_VERSION,PAST_VERSION,
BGR,202012,202009,
BHR,202012,202009,
BHS,CURRENT_VERSION,PAST_VERSION,
BIH,CURRENT_VERSION,PAST_VERSION,
BLM,CURRENT_VERSION,PAST_VERSION,
BLR,CURRENT_VERSION,PAST_VERSION,
BLZ,CURRENT_VERSION,PAST_VERSION,
BMU,CURRENT_VERSION,PAST_VERSION,
BOL,CURRENT_VERSION,PAST_VERSION,
BRA,202012,202009,
BRB,CURRENT_VERSION,PAST_VERSION,
BWA,CURRENT_VERSION,PAST_VERSION,
CHE,202012,202009,
CHL,CURRENT_VERSION,PAST_VERSION,
COL,CURRENT_VERSION,PAST_VERSION,
CPV,CURRENT_VERSION,PAST_VERSION,
CRI,CURRENT_VERSION,PAST_VERSION,
CUB,CURRENT_VERSION,PAST_VERSION,
CUW,CURRENT_VERSION,PAST_VERSION,
CYM,CURRENT_VERSION,PAST_VERSION,
CYP,CURRENT_VERSION,PAST_VERSION,
CZE,202012,202009,
DEU,202012,202009,
DMA,CURRENT_VERSION,PAST_VERSION,
DNK,202012,202009,
DOM,CURRENT_VERSION,PAST_VERSION,
DZA,CURRENT_VERSION,PAST_VERSION,
ECU,CURRENT_VERSION,PAST_VERSION,
EGY,202012,202009,
ESP,202012,202009,
EST,202012,202009,
FIN,202012,202009,
FJI,CURRENT_VERSION,PAST_VERSION,
FRA,202012,202009,
GEO,CURRENT_VERSION,PAST_VERSION,
GHA,CURRENT_VERSION,PAST_VERSION,
GLP,CURRENT_VERSION,PAST_VERSION,
GRC,202012,202009,
GRD,CURRENT_VERSION,PAST_VERSION,
GTM,CURRENT_VERSION,PAST_VERSION,
GUY,CURRENT_VERSION,PAST_VERSION,
HKG,202012,202009,
HND,CURRENT_VERSION,PAST_VERSION,
HRV,202012,202009,
HTI,CURRENT_VERSION,PAST_VERSION,
HUN,202012,202009,
IDN,202012,202009,
IND,202012,202009,
INI,202012,202009,
IRL,202012,202009,
IRQ,202006,,
ISL,202012,202009,
ISR,CURRENT_VERSION,PAST_VERSION,
ITA,202012,202009,
JAM,CURRENT_VERSION,PAST_VERSION,
JOR,202006,,
KAZ,CURRENT_VERSION,PAST_VERSION,
KEN,202012,202009,
KHM,CURRENT_VERSION,PAST_VERSION,
KNA,CURRENT_VERSION,PAST_VERSION,
KOR,CURRENT_VERSION,,
KWT,202012,202009,
LAO,CURRENT_VERSION,PAST_VERSION,
LBN,202006,,
LCA,CURRENT_VERSION,PAST_VERSION,
LTU,202012,202009,
LVA,202012,202006,
MAC,202012,202009,
MAF,CURRENT_VERSION,PAST_VERSION,
MAR,202012,202009,
MCO,202006,201906,
MDA,CURRENT_VERSION,PAST_VERSION,
MEX,202012,202009,
MKD,CURRENT_VERSION,PAST_VERSION,
MLT,202012,202009,
MMR,CURRENT_VERSION,PAST_VERSION,
MNE,CURRENT_VERSION,PAST_VERSION,
MOZ,CURRENT_VERSION,PAST_VERSION,
MSR,CURRENT_VERSION,PAST_VERSION,
MTQ,CURRENT_VERSION,PAST_VERSION,
MUS,CURRENT_VERSION,PAST_VERSION,
MWI,CURRENT_VERSION,PAST_VERSION,
MYS,202012,202009,
NAM,CURRENT_VERSION,PAST_VERSION,
NGA,202012,202009,
NIC,CURRENT_VERSION,PAST_VERSION,
NLD,202012,202009,
NOR,202012,202009,
NZL,202009,,
OMN,202012,202009,
PAN,CURRENT_VERSION,PAST_VERSION,
PER,CURRENT_VERSION,PAST_VERSION,
PHL,202012,202009,
POL,202012,202009,
PRK,CURRENT_VERSION,PAST_VERSION,
PRT,202012,202009,
PRY,CURRENT_VERSION,PAST_VERSION,
QAT,202012,202009,
ROU,202012,202009,
RUS,202012,202009,
RWA,CURRENT_VERSION,PAST_VERSION,
SAU,202012,202009,
SEN,CURRENT_VERSION,PAST_VERSION,
SGP,202012,202009,
SGS,CURRENT_VERSION,PAST_VERSION,
SLV,CURRENT_VERSION,PAST_VERSION,
SRB,202012,202009,
SUR,CURRENT_VERSION,PAST_VERSION,
SVK,202012,202009,
SVN,202012,202009,
SWE,202012,202009,
SXM,CURRENT_VERSION,PAST_VERSION,
SYC,CURRENT_VERSION,PAST_VERSION,
TCA,CURRENT_VERSION,PAST_VERSION,
